"","-1/4-wave","+1/4-wave","cylinder","dihedral","dipole","left helix","narrow dihedral","random volume","right helix","trihedral","class"
"1100","0.921664735517813","0.549376955582696","0.862625259009453","0.728962384486756","0.559248200954948","0.709541748922935","0.834814169645433","0.661456924295749","0.947983978650312","0.765600389652606","poor"
"3683","0.615238715835201","0.547971910213101","0.589932338284342","0.638338439368483","0.486420775795267","0.830968544037336","0.6774538266872","0.335567715315298","0.673687010208625","0.522140804939708","rich"
"1326","0.748429754142329","0.680970153790025","0.712998032318401","0.934389239142671","0.33156565898891","0.964125590072363","1.05864665108704","0.524813939586547","0.947789849891198","0.447943480186888","poor"
"1442","0.784230000039919","0.549616556666758","0.777430208054454","0.768501017407123","0.256951746661824","0.894842540457098","0.919759744130729","0.532483663984274","0.856432163923382","0.568803519911787","poor"
"2991","0.736768136120554","0.618013720061875","0.49305664533027","0.937588173452621","0.581433934586509","0.877263297402191","0.937374582767955","0.399756355445415","0.965950005615185","0.330061450554281","rich"
"1036","0.681122558938848","0.735612058768412","0.784204865696387","0.863834937456475","0.239377176679146","0.903241060353035","1.0221617704978","0.512378721259693","0.869328541483555","0.531376832486002","poor"
"2283","0.837483235713124","0.546262327483303","0.391309819758694","0.875944390191078","0.876325254261275","0.859159188184639","0.736876084249011","0.433890083773201","0.834358062236823","0.494868732584321","rich"
"2920","1.0049239867002","0.702050775166188","0.674638779951497","0.939507351669673","1.03498830037186","0.983302212031723","0.815205402775578","0.766513823430666","0.900839166391617","0.773379075476935","rich"
"1532","0.651624236461999","0.678403972934983","0.289914071333953","0.992233345203153","0.669996437530374","0.978595878735618","0.927145638556863","0.386682410617805","1.00407138920663","0.0802214418792835","poor"
"2510","0.572667075004442","0.653013049761629","0.381582571291386","0.798361619159004","0.674409392284498","0.901971158919163","0.729882522317383","0.366348930673593","0.843289140625066","0.37786457380098","rich"
"2670","0.811348206804597","0.491640935392004","0.574422116179485","0.656810745141012","0.806548639920376","0.640529995269354","0.562424227998944","0.44002873712461","0.764070022585362","0.670337109734537","rich"
"2777","0.713097881883909","0.703490349231558","0.659371408644854","0.915312484705275","0.46712726933277","0.788646102170559","0.990847227274703","0.338914557891057","0.818988028579876","0.458151741094772","rich"
"289","0.504682705488136","0.869955931499227","0.55088822250943","0.969180159708338","0.537446421245752","0.922086144635945","0.998712970943865","0.436606779939978","0.961218311671958","0.345454808685266","poor"
"385","0.647866151241205","0.500379927931796","0.598118052702598","0.706339991877689","0.305580179877616","0.83716263833061","0.794853472266871","0.326493223633352","0.801038193073576","0.423324632662923","poor"
"1879","0.796394494930031","0.498280371454573","0.612673804101079","0.748349022204404","0.605494471720052","0.9273596819499","0.759428652635822","0.514702217430641","0.805314079659757","0.559247365422894","poor"
"2964","0.631910560872504","0.58680143972271","0.396273893571849","0.855357663167889","0.551650812027345","0.872186102597782","0.837760453210645","0.19939745423716","0.819650728548267","0.246973183781568","rich"
"1448","0.632474821418177","0.517834555586907","0.309676648870028","0.804773769882815","0.598457705426199","0.869052119104704","0.751316401974679","0.249612228842054","0.873417343901306","0.238022522748445","poor"
"2556","0.538737805934874","0.937333669726495","0.693210038223669","0.955927609944802","0.543251200166383","0.965059569471135","1.02210452902677","0.493791077228605","0.7992072152566","0.513546501467994","rich"
"2631","0.549419176230874","0.750494132591694","0.485765216459454","0.888936129430453","0.567570764068446","0.913620240132007","0.888161343213699","0.351801226324095","0.85057341407152","0.342753034230955","rich"
"3066","0.506503135955282","0.866929742497143","0.821441573296189","0.742321206313999","0.378635419677263","0.735971414451312","0.884126186684307","0.591748296012589","0.977535306325536","0.656656231383317","rich"
"1696","0.643117895425802","0.590790044927227","0.222739211792519","0.904571967724898","0.668563192699814","0.955942505725819","0.823661019757804","0.328874461050582","0.938057491997615","0.121727058236702","poor"
"1768","0.502079460317774","0.608465721504651","0.517994764551185","0.705426465288868","0.383888511775675","0.816015012743358","0.754851523269154","0.242883663442356","0.794249718890075","0.370484375530873","poor"
"2755","0.505704868267353","0.661548738271865","0.336371482416133","0.822736911260218","0.582729762808285","0.863946946603528","0.781002917781938","0.248960132795313","0.880365433202738","0.234666719238862","rich"
"1623","0.636734404167051","0.633517666460361","0.228367479240735","0.936564952536336","0.684261756796924","0.930783024014466","0.853643965119552","0.326415871140763","0.964423275647991","0.11015209001607","poor"
"3442","0.655628650832365","0.639099782715272","0.316772004051509","0.893608875400433","0.725765946644116","0.968011018146683","0.803811498979306","0.267204244894662","0.727272484355366","0.307470526245739","rich"
"3567","0.81866576047391","0.394539926805226","0.665968768327982","0.558058210288671","0.665107436759128","0.618901742636007","0.550744944301159","0.396306485483944","0.654864165485035","0.699092404094602","rich"
"828","0.510887102136733","0.579956993827983","0.39970567078713","0.724996008976441","0.498556091051514","0.806323048846279","0.715011816205499","0.203348385657946","0.840702385354286","0.302514470708274","poor"
"2843","0.446617035115268","0.845786313702426","0.677996257961067","0.754048635247663","0.508565686025095","0.806499543315965","0.816403408972054","0.419714006130372","0.749771490638482","0.568628707823923","rich"
"2384","0.566548794719461","0.762742984217069","0.447431169834873","0.913366737883223","0.64094471959203","0.81976382248925","0.881401332638677","0.236229096491835","0.81428504648776","0.343518212294528","rich"
